Learner,Recall(Sick),Recall(weighted),F1(Sick),F1(weighted),MCC,Precision(Sick),AUC,CA
"TreeLearner(binarize=True, max_depth=5, min_samples_leaf=20, min_samples_split=20)",0.9615686274509804,0.9228676470588235,0.9492378417614323,0.9217983124610896,0.7899522319346198,0.9372193024366937,0.937322491349481,0.9228676470588235
"TreeLearner(binarize=True, max_depth=10, min_samples_leaf=20, min_samples_split=20)",0.9588235294117647,0.9369117647058823,0.95797825448134,0.9368558524652515,0.8314724922908551,0.9571344685848503,0.9501970732410611,0.9369117647058823
"TreeLearner(binarize=True, max_depth=100, min_samples_leaf=20, min_samples_split=20)",0.9640196078431372,0.9366176470588236,0.958008573655495,0.9362072695701583,0.8291002591754092,0.9520720371804803,0.945463783160323,0.9366176470588236
"GBClassifier(learning_rate=0.03, subsample=0.8, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9722549019607843,0.9315441176470588,0.9551649410065013,0.9302043195854899,0.8129185584149562,0.9386654046379556,0.9802536043829299,0.9315441176470588
"GBClassifier(learning_rate=0.03, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9720588235294118,0.9313235294117647,0.9550183009054132,0.9299834273571208,0.8123134013460547,0.9385649375236653,0.9803866926182236,0.9313235294117647
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9722549019607843,0.9315441176470588,0.9551649410065013,0.9302043195854899,0.8129185584149562,0.9386654046379556,0.9802536043829299,0.9315441176470588
"GBClassifier(learning_rate=0.03, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9720588235294118,0.9313235294117647,0.9550183009054132,0.9299834273571208,0.8123134013460547,0.9385649375236653,0.9803866926182236,0.9313235294117647
"GBClassifier(learning_rate=0.03, subsample=0.8, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9711764705882353,0.9381617647058823,0.9592795235558998,0.9373456973484583,0.8319809530618468,0.9476705252080743,0.9854961649365627,0.9381617647058823
"GBClassifier(learning_rate=0.03, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9711764705882353,0.9384558823529412,0.9594653494115938,0.9376573237668315,0.8328192627510467,0.9480333046224519,0.9854063869665514,0.9384558823529412
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9711764705882353,0.9381617647058823,0.9592795235558998,0.9373456973484583,0.8319809530618468,0.9476705252080743,0.9854961649365627,0.9381617647058823
"GBClassifier(learning_rate=0.03, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9711764705882353,0.9384558823529412,0.9594653494115938,0.9376573237668315,0.8328192627510467,0.9480333046224519,0.9854063869665514,0.9384558823529412
"GBClassifier(learning_rate=0.05, subsample=0.8, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9692156862745098,0.9425735294117648,0.9620006811657665,0.9421263571207518,0.8449226801436254,0.9548923017482855,0.9852515138408305,0.9425735294117648
"GBClassifier(learning_rate=0.05, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9676470588235294,0.9422058823529412,0.9617071031862029,0.9418377142640902,0.8442189090533945,0.9558396281231842,0.9854683246828142,0.9422058823529412
"GBClassifier(learning_rate=0.05, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9692156862745098,0.9425735294117648,0.9620006811657665,0.9421263571207518,0.8449226801436254,0.9548923017482855,0.9852515138408305,0.9425735294117648
"GBClassifier(learning_rate=0.05, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9676470588235294,0.9422058823529412,0.9617071031862029,0.9418377142640902,0.8442189090533945,0.9558396281231842,0.9854683246828142,0.9422058823529412
"GBClassifier(learning_rate=0.05, subsample=0.8, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9700980392156863,0.9494117647058824,0.9664029690399453,0.949214604048629,0.8641611241982793,0.9627359408445223,0.9880015859284892,0.9494117647058824
"GBClassifier(learning_rate=0.05, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9702941176470589,0.9493382352941176,0.9663623492652443,0.9491278733081709,0.8639099148839973,0.9624623164446173,0.98805092272203,0.9493382352941176
"GBClassifier(learning_rate=0.05, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9700980392156863,0.9494117647058824,0.9664029690399453,0.949214604048629,0.8641611241982793,0.9627359408445223,0.9880015859284892,0.9494117647058824
"GBClassifier(learning_rate=0.05, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9702941176470589,0.9493382352941176,0.9663623492652443,0.9491278733081709,0.8639099148839973,0.9624623164446173,0.98805092272203,0.9493382352941176
"GBClassifier(subsample=0.8, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9672549019607843,0.9510294117647059,0.9673497401706049,0.9510342104499178,0.8694374320503878,0.9674445969798,0.9886218858131488,0.9510294117647059
"GBClassifier(max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.967843137254902,0.950514705882353,0.9670372728608513,0.9504732959400509,0.8678237512436892,0.9662327493393364,0.9885674884659748,0.950514705882353
"GBClassifier(subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9672549019607843,0.9510294117647059,0.9673497401706049,0.9510342104499178,0.8694374320503878,0.9674445969798,0.9886218858131488,0.9510294117647059
"GBClassifier(min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.967843137254902,0.950514705882353,0.9670372728608513,0.9504732959400509,0.8678237512436892,0.9662327493393364,0.9885674884659748,0.950514705882353
"GBClassifier(subsample=0.8, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9705882352941176,0.9544117647058824,0.9696376101860921,0.9543668507074156,0.8781993137490085,0.9686888454011742,0.9902106545559399,0.9544117647058824
"GBClassifier(min_impurity_split=<?>, random_state=0, presort=<?>)",0.9697058823529412,0.9538235294117647,0.9692307692307692,0.9538008383369208,0.876743592535615,0.9687561214495592,0.9900883794694348,0.9538235294117647
"GBClassifier(subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9705882352941176,0.9544117647058824,0.9696376101860921,0.9543668507074156,0.8781993137490085,0.9686888454011742,0.9902106545559399,0.9544117647058824
"GBClassifier(min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9697058823529412,0.9538235294117647,0.9692307692307692,0.9538008383369208,0.876743592535615,0.9687561214495592,0.9900883794694348,0.9538235294117647
"GBClassifier(learning_rate=0.03, n_estimators=200, subsample=0.8, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9684313725490196,0.9452205882352941,0.9636603092532071,0.9449425748269034,0.8526312167460246,0.9589360256285797,0.9863604671280277,0.9452205882352941
"GBClassifier(learning_rate=0.03, n_estimators=200, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9689215686274509,0.9448529411764706,0.9634431663092221,0.9445303100999597,0.8514748811793391,0.9580263668088407,0.9864040369088812,0.9448529411764706
"GBClassifier(learning_rate=0.03, n_estimators=200, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9684313725490196,0.9452205882352941,0.9636603092532071,0.9449425748269034,0.8526312167460246,0.9589360256285797,0.9863604671280277,0.9452205882352941
"GBClassifier(learning_rate=0.03, n_estimators=200, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9689215686274509,0.9448529411764706,0.9634431663092221,0.9445303100999597,0.8514748811793391,0.9580263668088407,0.9864040369088812,0.9448529411764706
"GBClassifier(learning_rate=0.03, n_estimators=200, subsample=0.8, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9697058823529412,0.9502205882352941,0.9669094286133242,0.9500745206515079,0.8665412600435716,0.9641290574130033,0.9887417675893887,0.9502205882352941
"GBClassifier(learning_rate=0.03, n_estimators=200, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9696078431372549,0.9503676470588235,0.9670007333170374,0.9502320177416698,0.8669804870882407,0.9644076060458313,0.9887813148788926,0.9503676470588235
"GBClassifier(learning_rate=0.03, n_estimators=200, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9697058823529412,0.9502205882352941,0.9669094286133242,0.9500745206515079,0.8665412600435716,0.9641290574130033,0.9887417675893887,0.9502205882352941
"GBClassifier(learning_rate=0.03, n_estimators=200, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9696078431372549,0.9503676470588235,0.9670007333170374,0.9502320177416698,0.8669804870882407,0.9644076060458313,0.9887813148788926,0.9503676470588235
"GBClassifier(learning_rate=0.05, n_estimators=200, subsample=0.8, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.966764705882353,0.9502941176470588,0.9668594960290224,0.9502989883846014,0.8674770319781209,0.9669543047656404,0.9885373125720877,0.9502941176470588
"GBClassifier(learning_rate=0.05, n_estimators=200, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9672549019607843,0.9503676470588235,0.9669231146175332,0.9503505871040302,0.8675569843107641,0.9665915548153228,0.988641796424452,0.9503676470588235
"GBClassifier(learning_rate=0.05, n_estimators=200, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.966764705882353,0.9502941176470588,0.9668594960290224,0.9502989883846014,0.8674770319781209,0.9669543047656404,0.9885373125720877,0.9502941176470588
"GBClassifier(learning_rate=0.05, n_estimators=200, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9672549019607843,0.9503676470588235,0.9669231146175332,0.9503505871040302,0.8675569843107641,0.9665915548153228,0.988641796424452,0.9503676470588235
"GBClassifier(learning_rate=0.05, n_estimators=200, subsample=0.8, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9706862745098039,0.9540441176470589,0.9694032408087335,0.9539828897826907,0.8771380824537321,0.9681235944069619,0.9902102508650519,0.9540441176470589
"GBClassifier(learning_rate=0.05, n_estimators=200, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9698039215686275,0.95375,0.9691863028462254,0.9537204328956828,0.8765121313751766,0.9685694702829727,0.9901672001153402,0.95375
"GBClassifier(learning_rate=0.05, n_estimators=200, subsample=0.8, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9706862745098039,0.9540441176470589,0.9694032408087335,0.9539828897826907,0.8771380824537321,0.9681235944069619,0.9902102508650519,0.9540441176470589
"GBClassifier(learning_rate=0.05, n_estimators=200, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9698039215686275,0.95375,0.9691863028462254,0.9537204328956828,0.8765121313751766,0.9685694702829727,0.9901672001153402,0.95375
"GBClassifier(n_estimators=200, subsample=0.8, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9686274509803922,0.9552205882352941,0.9701016250184104,0.9552881203887529,0.880966230105479,0.9715802930474973,0.9902010524798155,0.9552205882352941
"GBClassifier(n_estimators=200, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9687254901960785,0.9552205882352941,0.9701045604044966,0.9552837944430707,0.880940938332579,0.9714875626782027,0.990283664936563,0.9552205882352941
"GBClassifier(n_estimators=200, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9686274509803922,0.9552205882352941,0.9701016250184104,0.9552881203887529,0.880966230105479,0.9715802930474973,0.9902010524798155,0.9552205882352941
"GBClassifier(n_estimators=200, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9687254901960785,0.9552205882352941,0.9701045604044966,0.9552837944430707,0.880940938332579,0.9714875626782027,0.990283664936563,0.9552205882352941
