Learner,Recall(weighted),F1(weighted),MCC,Precision(weighted),AUC,CA
"NNClassificationLearner(hidden_layer_sizes=[100], alpha=0.001, max_iter=300, random_state=1)",0.8132904411764705,0.8117056895434575,0.7559033827361421,0.8104464557058946,0.9697271941544732,0.8132904411764705
"NNClassificationLearner(hidden_layer_sizes=[100], alpha=0.001, max_iter=500, random_state=1)",0.8138970588235294,0.8123176813128794,0.7566182192718641,0.8110492596272707,0.9699091758799415,0.8138970588235294
"NNClassificationLearner(hidden_layer_sizes=[100], alpha=0.01, random_state=1)",0.8127757352941176,0.8107505543725735,0.7549255865939665,0.8091258033626705,0.9695162938502381,0.8127757352941176
"NNClassificationLearner(hidden_layer_sizes=[100], alpha=0.01, max_iter=300, random_state=1)",0.8115073529411765,0.8101553943612224,0.7534879659344778,0.8090633445197732,0.9694175269815286,0.8115073529411765
"NNClassificationLearner(hidden_layer_sizes=[100], alpha=0.01, max_iter=500, random_state=1)",0.8130147058823529,0.8114267507738823,0.7553129094216192,0.8101238820226624,0.9697578454853226,0.8130147058823529
"NNClassificationLearner(hidden_layer_sizes=[32], random_state=1)",0.8256066176470588,0.8231610543079521,0.7716780184244505,0.8213831318657558,0.9732690610698602,0.8256066176470588
"NNClassificationLearner(hidden_layer_sizes=[32], max_iter=300, random_state=1)",0.8253492647058823,0.8231503273654904,0.7713694544586475,0.8215466634610169,0.9733681889469533,0.8253492647058823
"NNClassificationLearner(hidden_layer_sizes=[32], max_iter=500, random_state=1)",0.8258823529411765,0.8238107237466211,0.772064898474003,0.8222878228095204,0.9736458427427663,0.8258823529411765
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.001, random_state=1)",0.8256617647058824,0.8232718997256473,0.7717857319362283,0.8215853522462851,0.9733707997560567,0.8256617647058824
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.001, max_iter=300, random_state=1)",0.8262316176470588,0.8236205722209282,0.7725454532369054,0.8219440867069686,0.9735681584991802,0.8262316176470588
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.001, max_iter=500, random_state=1)",0.8264154411764706,0.8240521133792682,0.7727429048558524,0.8223989267070314,0.9736083666343804,0.8264154411764706
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.01, random_state=1)",0.8259007352941177,0.8236128770825607,0.7720555366614328,0.8219341905963711,0.9733429536234401,0.8259007352941177
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.01, max_iter=300, random_state=1)",0.8261213235294118,0.8235804296806035,0.772343955978761,0.8218965386659411,0.9734797577283405,0.8261213235294118
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.01, max_iter=500, random_state=1)",0.8268382352941176,0.8246600740189248,0.7732282111358352,0.8230631441581194,0.973495202627914,0.8268382352941176
"NNClassificationLearner(hidden_layer_sizes=[64], random_state=1)",0.8204411764705882,0.8187795522155662,0.7650057621158288,0.8176156114613158,0.9722314237974583,0.8204411764705882
"NNClassificationLearner(hidden_layer_sizes=[64], max_iter=300, random_state=1)",0.820110294117647,0.818523879469017,0.7644879386020121,0.8172982292552032,0.972274919797778,0.820110294117647
"NNClassificationLearner(hidden_layer_sizes=[64], max_iter=500, random_state=1)",0.8200367647058824,0.8185091129701083,0.7644511457340982,0.8173564871744033,0.9722668387639619,0.8200367647058824
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.001, random_state=1)",0.8219852941176471,0.8203626529699094,0.7670483211065701,0.819264974512488,0.9723045749394373,0.8219852941176471
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.001, max_iter=300, random_state=1)",0.8236029411764706,0.8219306877861365,0.769052330400397,0.8208005200043635,0.9726551824025582,0.8236029411764706
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.001, max_iter=500, random_state=1)",0.8236397058823529,0.8219717692531777,0.7691023624025685,0.8208363823907445,0.97280362252615,0.8236397058823529
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.01, random_state=1)",0.8209191176470588,0.8189877614813265,0.765507396530973,0.8174969969599769,0.9724978788399232,0.8209191176470588
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.01, max_iter=300, random_state=1)",0.8221507352941176,0.8205041338648704,0.7671531494548468,0.8194848465362367,0.9725290639694935,0.8221507352941176
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.01, max_iter=500, random_state=1)",0.8219669117647059,0.8202627705668558,0.7668942665567757,0.819082439829678,0.9725467405973282,0.8219669117647059
"SVMLearner(C=0.5, coef0=1.0, probability=True, max_iter=1000)",0.751875,0.7482081441226066,0.6786384740549422,0.7538523646384846,0.9467034573675035,0.751875
"SVMLearner(coef0=1.0, probability=True, max_iter=1000)",0.7503308823529412,0.7477804382064972,0.6745372384117388,0.7482162778652244,0.9508137066372422,0.7503308823529412
"SVMLearner(C=2.0, coef0=1.0, probability=True, max_iter=1000)",0.6952205882352941,0.6919309012925152,0.6137001626256975,0.7083330841190736,0.94180427739095,0.6952205882352941
