Learner,Recall(weighted),F1(weighted),MCC,Precision(weighted),AUC,CA
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.001, random_state=1)",0.8311029411764705,0.8289377453870476,0.7789363180932596,0.8275493115407443,0.9737722745787133,0.8311029411764705
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.001, max_iter=300, random_state=1)",0.8311029411764705,0.8289377453870476,0.7789363180932596,0.8275493115407443,0.9737722745787133,0.8311029411764705
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.001, max_iter=500, random_state=1)",0.8311029411764705,0.8289377453870476,0.7789363180932596,0.8275493115407443,0.9737722745787133,0.8311029411764705
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.01, random_state=1)",0.8330147058823529,0.831548035535443,0.7814593031923117,0.8307661329441198,0.9738057253775038,0.8330147058823529
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.01, max_iter=300, random_state=1)",0.8330147058823529,0.831548035535443,0.7814593031923117,0.8307661329441198,0.9738057253775038,0.8330147058823529
"NNClassificationLearner(hidden_layer_sizes=[32], alpha=0.01, max_iter=500, random_state=1)",0.8330147058823529,0.831548035535443,0.7814593031923117,0.8307661329441198,0.9738057253775038,0.8330147058823529
"NNClassificationLearner(hidden_layer_sizes=[64], random_state=1)",0.8303676470588235,0.8285596842181459,0.778032575586164,0.8274033625556032,0.973573784323355,0.8303676470588235
"NNClassificationLearner(hidden_layer_sizes=[64], max_iter=300, random_state=1)",0.8303676470588235,0.8285596842181459,0.778032575586164,0.8274033625556032,0.973573784323355,0.8303676470588235
"NNClassificationLearner(hidden_layer_sizes=[64], max_iter=500, random_state=1)",0.8303676470588235,0.8285596842181459,0.778032575586164,0.8274033625556032,0.973573784323355,0.8303676470588235
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.001, random_state=1)",0.8295588235294118,0.8277969659359273,0.7768422646231226,0.8265115105859114,0.9733002960088902,0.8295588235294118
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.001, max_iter=300, random_state=1)",0.8341176470588235,0.8324877675682462,0.7827667785949443,0.8314403573747808,0.9740973813617312,0.8341176470588235
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.001, max_iter=500, random_state=1)",0.8313970588235294,0.8298957862027831,0.7793478149674085,0.8286781860691685,0.9741425536927989,0.8313970588235294
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.01, random_state=1)",0.8313970588235294,0.8297307590074516,0.779462168996196,0.8289301128852007,0.9737907455131498,0.8313970588235294
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.01, max_iter=300, random_state=1)",0.8313970588235294,0.8297307590074516,0.779462168996196,0.8289301128852007,0.9737907455131498,0.8313970588235294
"NNClassificationLearner(hidden_layer_sizes=[64], alpha=0.01, max_iter=500, random_state=1)",0.8313970588235294,0.8297307590074516,0.779462168996196,0.8289301128852007,0.9737907455131498,0.8313970588235294
"SVMLearner(C=0.5, coef0=1.0, probability=True, max_iter=1000)",0.7648529411764706,0.7608158570041481,0.6931939341545554,0.7649135429193654,0.9475550435256743,0.7648529411764706
"SVMLearner(coef0=1.0, probability=True, max_iter=1000)",0.7454411764705883,0.7433166696145289,0.6691159466369069,0.7462448493890506,0.9496253468219442,0.7454411764705883
"SVMLearner(C=2.0, coef0=1.0, probability=True, max_iter=1000)",0.6988235294117647,0.6970306336068299,0.608919978014132,0.7009531276454043,0.9391355557546601,0.6988235294117647
